ImageNumber	ObjectNumber	FileName_CellLabels	FileName_DNA	FileName_NucleiLabels	FileName_PLA	FileName_PLALabels	PathName_CellLabels	PathName_DNA	PathName_NucleiLabels	PathName_PLA	PathName_PLALabels	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	Children_PLA_dots_Count	Location_Center_X	Location_Center_Y
3	11	Well_3_C0_cells_labels.tiff	Well_3_C0.tif	Well_3_C0_nuclei_labels.tiff	Well_3_C1.tif	Well_3_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	5406	3.627.654.458.009.610	35.184.313.725.490.100	0	3.627.654.458.009.610	35.184.313.725.490.100
3	12	Well_3_C0_cells_labels.tiff	Well_3_C0.tif	Well_3_C0_nuclei_labels.tiff	Well_3_C1.tif	Well_3_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	12085	39.350.864.708.316.000	3.849.589.573.851.880	0	39.350.864.708.316.000	3.849.589.573.851.880
3	13	Well_3_C0_cells_labels.tiff	Well_3_C0.tif	Well_3_C0_nuclei_labels.tiff	Well_3_C1.tif	Well_3_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	2079	2.038.816.738.816.730	4.088.412.698.412.690	0	2.038.816.738.816.730	4.088.412.698.412.690
4	1	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	4744	23.692.032.040.472.100	15.214.565.767.284.900	0	23.692.032.040.472.100	15.214.565.767.284.900
4	2	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	7271	4.587.524.412.047.860	17.178.324.852.152.300	0	4.587.524.412.047.860	17.178.324.852.152.300
4	3	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	5142	24.047.899.649.941.600	1.773.483.080.513.410	0	24.047.899.649.941.600	1.773.483.080.513.410
4	4	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	2239	49.816.212.594.908.400	21.454.443.948.191.100	0	49.816.212.594.908.400	21.454.443.948.191.100
4	5	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	2754	22.303.159.041.394.300	2.258.641.975.308.640	0	22.303.159.041.394.300	2.258.641.975.308.640
4	6	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3796	28.159.668.071.654.300	24.192.149.631.190.700	0	28.159.668.071.654.300	24.192.149.631.190.700
4	7	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	4444	20.644.284.428.442.800	280.499.099.909.991	0	20.644.284.428.442.800	280.499.099.909.991
4	8	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	5700	2.580.257.894.736.840	3.139.271.929.824.560	0	2.580.257.894.736.840	3.139.271.929.824.560
4	9	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	8803	594.061.115.528.797	34.453.265.932.068.600	0	594.061.115.528.797	34.453.265.932.068.600
4	10	Well_4_C0_cells_labels.tiff	Well_4_C0.tif	Well_4_C0_nuclei_labels.tiff	Well_4_C1.tif	Well_4_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	4515	57.011.295.681.063.100	48.669.811.738.648.900	0	57.011.295.681.063.100	48.669.811.738.648.900
5	1	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	2087	3.342.280.785.816.960	11.691.902.252.036.400	25	3.342.280.785.816.960	11.691.902.252.036.400
5	2	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3095	2.709.712.439.418.410	27.304.361.873.990.300	49	2.709.712.439.418.410	27.304.361.873.990.300
5	3	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	5058	1.923.594.306.049.820	3.302.906.287.069.980	62	1.923.594.306.049.820	3.302.906.287.069.980
5	4	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3468	35.037.254.901.960.700	4.944.809.688.581.310	42	35.037.254.901.960.700	4.944.809.688.581.310
5	5	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3244	2.367.552.404.438.960	6.750.184.956.843.400	29	2.367.552.404.438.960	6.750.184.956.843.400
5	6	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3992	31.519.138.276.553.100	8.704.283.567.134.260	69	31.519.138.276.553.100	8.704.283.567.134.260
5	7	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	4700	2.790.112.765.957.440	12.546.531.914.893.600	38	2.790.112.765.957.440	12.546.531.914.893.600
5	8	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	7180	3.652.934.540.389.970	14.320.696.378.830.000	72	3.652.934.540.389.970	14.320.696.378.830.000
5	9	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	4943	2.719.755.209.387.010	19.271.899.656.079.300	55	2.719.755.209.387.010	19.271.899.656.079.300
5	10	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3466	48.718.291.979.226.700	18.053.144.835.545.200	51	48.718.291.979.226.700	18.053.144.835.545.200
5	11	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	6922	3.126.953.192.718.860	23.429.673.504.767.400	71	3.126.953.192.718.860	23.429.673.504.767.400
5	12	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3776	47.991.287.076.271.100	2.368.355.402.542.370	57	47.991.287.076.271.100	2.368.355.402.542.370
5	13	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	8019	427.354.034.168.849	24.615.949.619.653.300	97	427.354.034.168.849	24.615.949.619.653.300
5	14	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	8197	2.745.949.737.708.910	32.221.544.467.488.100	68	2.745.949.737.708.910	32.221.544.467.488.100
5	15	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	5231	10.389.371.057.159.200	4.314.882.431.657.420	41	10.389.371.057.159.200	4.314.882.431.657.420
5	16	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3615	4.772.503.457.814.660	4.531.499.308.437.060	18	4.772.503.457.814.660	4.531.499.308.437.060
5	17	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3086	6.584.219.053.791.310	49.527.414.128.321.400	33	6.584.219.053.791.310	49.527.414.128.321.400
5	18	Well_5_C0_cells_labels.tiff	Well_5_C0.tif	Well_5_C0_nuclei_labels.tiff	Well_5_C1.tif	Well_5_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	3562	21.567.434.025.828.100	491.621.560.920.831	18	21.567.434.025.828.100	491.621.560.920.831
6	1	Well_6_C0_cells_labels.tiff	Well_6_C0.tif	Well_6_C0_nuclei_labels.tiff	Well_6_C1.tif	Well_6_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	2622	3.360.682.684.973.300	2.114.187.643.020.590	3	3.360.682.684.973.300	2.114.187.643.020.590
6	2	Well_6_C0_cells_labels.tiff	Well_6_C0.tif	Well_6_C0_nuclei_labels.tiff	Well_6_C1.tif	Well_6_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	5853	39.509.140.611.652.100	37.090.381.001.195.900	5	39.509.140.611.652.100	37.090.381.001.195.900
6	3	Well_6_C0_cells_labels.tiff	Well_6_C0.tif	Well_6_C0_nuclei_labels.tiff	Well_6_C1.tif	Well_6_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	6314	8.849.018.055.115.610	4.898.020.272.410.510	4	8.849.018.055.115.610	4.898.020.272.410.510
6	4	Well_6_C0_cells_labels.tiff	Well_6_C0.tif	Well_6_C0_nuclei_labels.tiff	Well_6_C1.tif	Well_6_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	5346	3.572.091.283.202.390	747.897.493.453.049	8	3.572.091.283.202.390	747.897.493.453.049
6	5	Well_6_C0_cells_labels.tiff	Well_6_C0.tif	Well_6_C0_nuclei_labels.tiff	Well_6_C1.tif	Well_6_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	4689	30.063.552.996.374.400	1.461.785.028.790.780	3	30.063.552.996.374.400	1.461.785.028.790.780
6	6	Well_6_C0_cells_labels.tiff	Well_6_C0.tif	Well_6_C0_nuclei_labels.tiff	Well_6_C1.tif	Well_6_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	8014	2.609.640.628.899.420	17.812.790.117.294.700	9	2.609.640.628.899.420	17.812.790.117.294.700
6	7	Well_6_C0_cells_labels.tiff	Well_6_C0.tif	Well_6_C0_nuclei_labels.tiff	Well_6_C1.tif	Well_6_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	4862	21.943.089.263.677.400	23.217.688.194.158.700	8	21.943.089.263.677.400	23.217.688.194.158.700
6	8	Well_6_C0_cells_labels.tiff	Well_6_C0.tif	Well_6_C0_nuclei_labels.tiff	Well_6_C1.tif	Well_6_C0_pla_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/mobie	8628	33.871.708.391.284.100	2.581.089.476.124.240	2	33.871.708.391.284.100	2.581.089.476.124.240
